seqnames,start,end,width,strand,Conc,Conc_KS,Conc_control,Fold,p.value,FDR,GDB374_KS,GDB380_KS,GDB425_KS,GDB447_KS,GDB587_KS,GDB598_KS,GDB339_ctrl,GDB418_ctrl,GDB809_ctrl,GDB813_ctrl
chr20,47189018,47189418,401,*,5.64784656832298,6.26415823516754,3.33004851702832,2.52409640364099,1.76323056061987e-11,2.38942743814932e-07,60.93,67.14,88.46,97.03,61.47,86.13,0,14.18,13.19,12.85
chr1,230851309,230851709,401,*,7.39010202688661,7.83201351760867,6.27730155163958,1.35832220833257,1.8143990266335e-11,2.38942743814932e-07,283.38,149.71,195.76,200.65,228.92,308.75,72.97,80.37,75.29,81.62
chr6,169190184,169190584,401,*,8.36949686211761,8.79907917009173,7.30980535480568,1.30179071964499,1.98144732065336e-11,2.40869308869363e-07,385.4,474.55,443.13,570.85,271.31,527.39,162.71,197.62,114.1,160.22
chr14,88904823,88905223,401,*,5.39000222843981,5.98495632315457,3.29682026963238,2.37311517574482,2.15058517309346e-11,2.42756518206523e-07,42.51,56.26,59.79,64.06,69.95,87.46,4.93,19.86,6.21,8.31
chr6,18226540,18226940,401,*,8.17262514531335,8.57552389100475,7.22018388480279,1.15998919096374,2.47141106505133e-11,2.60373041347418e-07,349.97,362.04,377.6,372.09,453.6,373.68,91.71,206.13,145.92,152.66
chr4,9152506,9152906,401,*,9.32550437080941,9.67173728714661,8.57196022412314,0.95265719964776,2.99699160064608e-11,2.96010987276063e-07,851.56,729.52,751.92,888.3,693.11,979.25,373.74,438.74,434.65,275.09
chr17_GL000205v2_random,88828,89228,401,*,9.82249187413224,10.176230511027,9.0445501460805,0.974916270632937,3.73273040508023e-11,3.4699242273249e-07,902.56,1273.93,931.3,1408.29,1307.8,1118.39,607.45,606.11,463.37,435.31
chr2,11213255,11213655,401,*,6.16780106032157,6.77151098681723,3.98711655689631,2.42219753851494,4.40547119105755e-11,3.86778343218898e-07,104.85,128.85,62.25,169.56,61.47,128.54,20.71,8.51,7.76,26.45
chr12,68365243,68365643,401,*,8.82774664430772,9.1896629827811,8.0225959133331,1.00153508393003,4.92966710840315e-11,4.10021169898978e-07,685.78,462.75,536.5,717.8,483.27,617.5,293.86,293.13,248.37,204.81
chr6,159646736,159647136,401,*,6.13446110582285,6.65018566575179,4.64210659216507,1.81743748801269,1.09994479330043e-10,8.56399773166472e-07,103.43,147.9,102.39,109.27,72.07,67.58,25.64,31.2,27.17,15.87
chr17,29040287,29040687,401,*,8.38459797452629,8.83377904835871,7.23931947506432,1.38424311202543,1.13802957878492e-10,8.56399773166472e-07,467.58,371.11,358.76,625.49,379.41,535.34,102.56,234.5,135.83,131.5
chr16,48317583,48317983,401,*,7.14503130156239,7.59374223942646,6.00188047004384,1.37485027496623,1.29915701638086e-10,9.33214011162202e-07,153.03,203.25,166.27,213.83,222.56,200.09,37.47,90.77,71.41,56.68
chr17,10338000,10338400,401,*,6.86322329154342,7.43175334141293,5.00325504335531,2.14638192313876,1.37259951840149e-10,9.43101193445676e-07,255.04,186.92,135.15,146.95,209.84,102.03,13.81,48.22,48.12,18.14
chr1,155983482,155983882,401,*,9.12185750483344,9.45864894418738,8.3982540926408,0.912395100364193,1.70544766690366e-10,1.12297333436855e-06,701.36,752.2,564.35,756.42,676.16,771.21,306.68,457.65,297.27,287.94
chr2,189217563,189217963,401,*,6.20986105808065,6.84016385885745,3.72114886905422,2.58785228486586,2.48385118792343e-10,1.57010194831491e-06,205.45,182.38,41.77,52.75,91.14,113.96,5.92,16.07,20.18,10.58
chr1,245742844,245743244,401,*,7.19323565388428,7.6960211420849,5.77658125237146,1.70307197414536,2.65085236974828e-10,1.61121865709112e-06,164.36,215.04,200.68,234.56,205.6,223.94,22.68,89.83,65.2,41.57
chr6,43910672,43911072,401,*,6.19156948529777,6.68019982368107,4.85270524916095,1.61161965263192,2.8240546765992e-10,1.65291920221351e-06,70.84,140.64,67.98,109.27,105.98,120.58,28.6,30.26,30.27,26.45
chr21,41482151,41482551,401,*,6.59561984890782,7.19274251048716,4.48130411061804,2.33046804843838,3.61968074485141e-10,2.0429348849629e-06,100.6,236.82,81.91,232.67,103.86,121.91,5.92,27.42,31.82,24.18
chr4,169070196,169070596,401,*,8.2937865849052,8.66332556431941,7.46265995172744,1.00894578901235,4.57509187064125e-10,2.49312532210106e-06,447.74,488.16,306.34,501.14,353.98,335.25,196.24,182.49,186.28,140.57
chr9,84754539,84754939,401,*,6.47849469677013,7.01674740829934,4.84219753217463,1.9246755267568,5.14888178305118e-10,2.71227645685787e-06,130.35,105.25,93.38,174.27,203.48,70.23,40.43,32.15,22.51,19.65
chr18,10122065,10122465,401,*,7.50548241584187,7.95515684447315,6.35796704159722,1.34998245746326,9.44603754167728e-10,4.81537664112517e-06,223.87,255.88,267.84,298.61,226.8,215.99,36.49,108.74,85.38,97.49
chr10,21097420,21097820,401,*,6.37549027155889,6.98024984876853,4.18391348993093,2.3694121445491,1.0224516564676e-09,5.04934555385098e-06,39.67,226.84,76.99,197.82,99.62,116.61,24.65,14.18,23.28,10.58
chr21,44958749,44959149,401,*,7.84513718772192,8.29628649101884,6.69090937443348,1.35107673838563,1.05772425511693e-09,5.06524914425402e-06,311.72,353.87,199.86,317.45,334.9,368.38,51.28,113.47,110.21,138.3
chr12,106030451,106030851,401,*,8.57839749112225,8.88183601242861,7.95441367788049,0.80621698440994,1.65770482814151e-09,7.70496328517739e-06,383.98,519.01,475.07,476.65,390.01,585.7,248.5,267.6,227.41,248.64
chr11,61949548,61949948,401,*,7.34146874104354,7.75033809840416,6.36588092872186,1.1400607879305,1.91096955476059e-09,8.52309695085656e-06,242.29,205.06,147.44,288.25,182.29,226.59,98.61,82.26,62.87,86.15
chr14,23694559,23694959,401,*,6.18012831411198,6.68863264105855,4.73058802532457,1.69508790848239,1.94159051218328e-09,8.52309695085656e-06,85.01,137.92,96.65,121.52,67.83,109.98,14.79,22.69,26.39,42.32
chr12,26287601,26288001,401,*,5.8581119200638,6.46963092255119,3.59414999459722,2.39592910035235,2.3406502938641e-09,9.86687664645275e-06,60.93,141.55,62.25,79.13,27.55,160.34,12.82,14.18,5.43,15.87
chr3,99708109,99708509,401,*,7.87197923454823,8.39969125648739,6.30510272531087,1.81742559294982,2.37258077570353e-09,9.86687664645275e-06,366.98,442.79,204.77,373.97,337.02,300.8,20.71,120.09,92.36,83.13
chr5,149397516,149397916,401,*,7.92761223259871,8.36866726516375,6.81857980313633,1.28416080954842,2.48476489796396e-09,1.00684585023114e-05,317.39,356.59,212.96,456.87,320.06,319.35,63.11,151.29,107.11,129.99
chr4,41256664,41257064,401,*,7.29632255247391,7.7167794732031,6.27443896489222,1.18548542194685,2.64523488543142e-09,1.04312113635577e-05,147.36,205.97,181.02,305.21,180.17,242.49,75.93,70.92,97.8,64.99
chr8,128428050,128428450,401,*,7.28898347239292,7.62886877304774,6.55565861316244,0.899452438632985,2.71980916133688e-09,1.04312113635577e-05,177.11,243.17,170.37,210.07,201.36,185.51,82.83,102.12,90.81,100.51
chr2,99278793,99279193,401,*,7.44738275390941,7.79174537122315,6.69983491431212,0.914443585240015,2.77230971941849e-09,1.04312113635577e-05,211.12,189.64,254.74,252.46,226.8,194.79,94.67,130.49,94.69,95.98
chr12,76630509,76630909,401,*,6.91437008009448,7.55518031243894,4.28123225965633,2.59511100159515,2.89314911171489e-09,1.06327266807771e-05,59.51,181.47,103.21,223.25,103.86,457.16,6.9,12.29,43.46,15.11
chr7,70630952,70631352,401,*,6.6373912455803,7.23962001220371,4.47192496494804,2.30579751290619,3.29898123040605e-09,1.1848665973234e-05,192.7,110.7,74.54,193.11,231.04,104.68,16.76,13.24,50.45,8.31
chr14,53999105,53999505,401,*,6.78268158740268,7.33159900518814,5.07201459542762,1.94654009844522,4.56458951632572e-09,1.54494647673539e-05,134.61,68.96,181.02,142.24,144.13,295.5,36.49,52.01,27.17,18.89
chr18,45244947,45245347,401,*,6.76948520012513,7.20911832870144,5.66668197285152,1.26909943834023,4.61147967351171e-09,1.54494647673539e-05,172.86,90.74,212.14,154.49,135.66,121.91,54.24,50.12,51.23,47.61
chr5,34640192,34640592,401,*,7.20146661954041,7.66523086259596,5.98821920389588,1.40454081680769,4.64523122972239e-09,1.54494647673539e-05,202.62,197.8,320.26,178.98,163.21,155.04,44.38,96.45,47.35,65.75
chr1,222042155,222042555,401,*,8.02833572595605,8.47506250461817,6.89412250373578,1.30286459530471,4.72926208756512e-09,1.54494647673539e-05,378.31,352.96,294.05,510.56,364.57,234.54,72.97,178.71,129.62,94.47
chr2,100958003,100958403,401,*,8.37678963373447,8.69720224112791,7.70325466273502,0.844093148392774,4.79034982756763e-09,1.54494647673539e-05,351.39,420.11,399.72,494.55,390.01,434.63,198.21,274.21,170.75,190.45
chr21,26177271,26177671,401,*,6.85544864817096,7.34359255544866,5.51917131799923,1.5502270451345,5.27168091532913e-09,1.66617801346075e-05,107.68,215.04,147.44,177.1,137.77,189.49,29.58,79.43,42.69,31.74
chr2,196479362,196479762,401,*,8.2755860181708,8.57878205305959,7.65229374926486,0.792237874835385,6.26634233467498e-09,1.9417183244922e-05,419.4,380.18,294.87,392.81,413.32,393.56,196.24,232.61,210.34,165.51
chr6,6972424,6972824,401,*,5.16445868968906,5.70196632128282,3.53319686290557,1.86658304778313,6.4773786528333e-09,1.96851274208827e-05,22.67,59.89,66.35,55.58,50.87,56.98,9.86,14.18,13.19,9.07
chr2,47906503,47906903,401,*,8.99692911231499,9.25738575834136,8.48896339242855,0.683918313438704,7.67311217221182e-09,2.28790488620152e-05,687.2,601.58,606.13,553.89,523.54,699.66,368.81,399.97,354.7,313.63
chr6,149221673,149222073,401,*,6.60326401943129,7.09475894910913,5.24905277410016,1.55106130563125,8.25832193672891e-09,2.41679791478372e-05,62.34,115.23,169.55,146.01,144.13,182.86,24.65,50.12,38.81,38.54
chr1,218930901,218931301,401,*,4.94040701232465,5.57145872683535,2.44189932834582,2.48569753406211,8.80009590466299e-09,2.51401808565646e-05,18.42,43.55,26.21,84.78,59.35,53,1.97,11.35,3.88,4.53
chr12,53995394,53995794,401,*,6.4357379187467,6.92125408956518,5.11334067891036,1.5073716257151,8.90869593919939e-09,2.51401808565646e-05,97.77,110.7,87.64,152.6,163.21,115.28,27.61,45.39,46.57,18.89
chr8,132840445,132840845,401,*,7.30635573135386,7.8415500224704,5.69060031563996,1.82757988379467,1.14553739677214e-08,3.1759722868298e-05,82.18,206.88,205.59,400.35,152.61,328.63,53.25,68.08,52,33.25
chrUn_GL000195v1,30657,31057,401,*,10.5615424770873,10.889441809313,9.86540712444569,0.851650962469684,1.28738714401362e-08,3.49008784048533e-05,1452.32,2224.85,1380.98,1658.86,2524.46,2140.05,907.23,934.22,875.51,1014.2
chr11,20087227,20087627,401,*,7.02277981326896,7.64947401968573,4.58028741919676,2.43059342004521,1.30300499641611e-08,3.49008784048533e-05,368.39,93.46,86.82,406.94,211.96,37.1,21.69,15.13,25.61,33.25
chr6,87578414,87578814,401,*,7.01186428467213,7.56420278233445,5.2763830084536,1.93020223395477,1.37011553434604e-08,3.60867880013732e-05,212.53,193.27,145.8,146.95,112.34,324.65,23.67,65.24,13.97,52.15
chr7,95963493,95963893,401,*,5.77273598303435,6.32255117524375,4.05560398366735,1.91678776527315,1.4099099603921e-08,3.64513263982977e-05,109.1,104.35,83.55,75.36,40.27,67.58,5.92,28.37,18.63,13.6
chr11,131760140,131760540,401,*,7.23636839282977,7.80063760483487,5.41035293801622,2.00405863336528,1.43008791736713e-08,3.64513263982977e-05,189.86,316.67,169.55,308.98,173.81,178.89,15.78,45.39,90.81,18.14
chr9,118631185,118631585,401,*,4.48252993672914,1.33587913179487,5.70324545924132,-2.85197283902666,1.46996096217666e-08,3.68729207640857e-05,2.83,3.63,4.91,3.77,0,0,116.36,55.79,27.94,8.31
chr2,100011374,100011774,401,*,7.6219182046389,8.00513731481592,6.74260667526699,1.01188282752317,1.51644449544438e-08,3.74136216468551e-05,256.46,337.54,243.27,284.48,239.52,180.21,77.9,138.05,115.65,96.73
chr8,66106488,66106888,401,*,6.18203221368171,6.69835146045052,4.68608433051893,1.69934702288891,1.53886604972795e-08,3.74136216468551e-05,77.93,98.9,165.46,97.97,84.78,98.06,13.81,46.33,19.4,23.43
chr19,611453,611853,401,*,9.16038362904812,9.58017123676334,8.14122523469186,1.1447843397787,1.59636678238217e-08,3.82235513616115e-05,1014.5,812.99,459.51,924.1,758.82,622.8,157.78,350.81,268.55,352.17
chr6,83442761,83443161,401,*,5.81090516944397,6.38782964638854,3.88130050414516,2.09602164014793,1.63576073071056e-08,3.83221283044021e-05,83.6,92.55,40.14,178.04,55.11,53,18.74,17.97,12.42,9.82
chr2,71834121,71834521,401,*,6.88442344593237,7.39410960768685,5.42797606419517,1.64856664196574,1.6489832530955e-08,3.83221283044021e-05,219.62,149.71,167.91,202.53,188.65,80.83,54.24,50.12,51.23,16.63
chr4,188819239,188819639,401,*,5.3210458809471,5.96656097880386,2.61785869498733,2.5645066602252,1.74812306685466e-08,4.00373386055231e-05,58.09,68.05,99.93,30.14,38.15,80.83,3.94,16.07,0,4.53
chr13,49927734,49928134,401,*,7.50330732497387,7.91953309725133,6.49854442154092,1.12982954307287,1.84758255915878e-08,4.1710759915203e-05,279.13,243.17,251.46,258.11,182.29,238.52,47.33,134.27,93.92,86.15
chr1,3313071,3313471,401,*,9.35393639179416,9.66989254747635,8.69363339896563,0.818005127769156,1.94553176174568e-08,4.22453726685766e-05,1000.33,870.16,654.45,803.52,648.6,910.35,343.17,463.33,496.74,352.93
chr3,75435263,75435663,401,*,9.74728029396768,10.1108892400451,8.93641366362988,0.945518548097461,1.95083240239485e-08,4.22453726685766e-05,1180.28,921.88,896.9,993.81,975.02,1666.98,628.16,359.32,530.12,442.11
chr3,188124135,188124535,401,*,4.66168717183712,5.26052180824067,2.53044302569809,2.2270347981935,1.96358502943566e-08,4.22453726685766e-05,35.42,54.44,27.03,57.46,42.39,13.25,5.92,5.67,6.99,4.53
chr16,80993282,80993682,401,*,8.00799673513627,8.30677817167605,7.39721668399469,0.777742711433727,1.97819261883723e-08,4.22453726685766e-05,338.64,390.16,287.5,328.76,271.31,283.57,196.24,150.35,161.44,166.26
chr9,134551962,134552362,401,*,8.58115042765425,8.92347326459646,7.84010517819687,0.884106838298945,2.30264157474717e-08,4.79669551503079e-05,609.27,419.2,454.59,443.68,457.84,528.72,195.25,277.05,283.3,160.97
chr4,38753055,38753455,401,*,8.73612876945262,9.02434473476038,8.15470961936358,0.746358348087283,2.30681865673406e-08,4.79669551503079e-05,493.08,427.37,531.59,508.68,544.74,618.82,263.29,358.37,251.48,266.78
chr15,70589320,70589720,401,*,8.58497105556182,8.9770281580872,7.67339820366737,1.03425571598247,2.34378575252268e-08,4.81027021112873e-05,546.92,565.29,520.12,633.02,396.37,361.75,133.13,295.02,170.75,217.65
chr5,68839197,68839597,401,*,5.07133594447122,5.66810904772979,2.96044998603453,2.22417289036296,2.43000917752698e-08,4.9232920555611e-05,19.84,78.03,81.09,50.87,27.55,47.7,9.86,11.35,3.88,6.05
chr11,100730264,100730664,401,*,5.43192045235418,6.00986743156351,3.49357067232487,2.08856064531295,2.4710002823139e-08,4.94297019764998e-05,22.67,105.25,84.37,84.78,44.51,45.05,10.85,15.13,6.99,12.09
chr12,22286583,22286983,401,*,8.02396262715749,8.36399266095465,7.29018087098345,0.879152052346601,2.64946507986084e-08,5.13524453375372e-05,340.06,353.87,268.66,437.09,320.06,257.07,168.63,176.82,124.19,156.44
chr2,100291093,100291493,401,*,6.63447120389745,7.02151704643572,5.74130364115389,1.01261783676749,2.66854964092794e-08,5.13524453375372e-05,106.27,161.51,121.23,116.81,139.89,133.84,48.32,55.79,68.3,41.57
chr20,54212218,54212618,401,*,6.99965721812437,7.38165258122149,6.12474107052042,0.997958752455029,2.67545523260982e-08,5.13524453375372e-05,164.36,162.42,227.71,136.59,161.09,148.41,50.29,84.16,69.85,74.82
chr11,106249889,106250289,401,*,4.65679613385934,5.3640350498814,0.363022104366537,2.89420717853795,2.69709927989799e-08,5.13524453375372e-05,7.08,22.68,13.92,87.61,19.08,96.73,0.99,1.89,0,2.27
chr20,16260926,16261326,401,*,6.3370348497391,6.8493542088597,4.86505746137005,1.64341603153311,2.84467959330842e-08,5.35175667631099e-05,94.93,117.96,130.24,78.19,173.81,96.73,23.67,52.95,24.84,15.11
chr13,110012117,110012517,401,*,9.13803659644986,9.42275921619134,8.56614887400478,0.735598217021169,2.91133196502824e-08,5.4127141384162e-05,797.71,712.28,738,539.76,678.28,651.95,325.42,397.14,460.26,333.28
chr1,234553465,234553865,401,*,7.85270338684906,8.21635453651459,7.04169386024781,0.938523957200717,2.9591490342802e-08,5.43415123472932e-05,209.7,398.33,282.59,255.28,317.94,320.68,102.56,121.98,150.57,151.9
chr9,91771110,91771510,401,*,8.36650506996159,8.62749435643906,7.85717750181138,0.678256458906402,2.99163554885719e-08,5.43415123472932e-05,368.39,408.31,379.24,432.38,428.16,356.45,258.36,245.85,232.07,191.2
chr10,125064668,125065068,401,*,7.30853401940785,7.6478684313694,6.57694647743885,0.869369935832968,3.22922172791818e-08,5.79905839641633e-05,240.87,177.84,169.55,200.65,239.52,174.91,96.64,111.58,79.94,93.71
chr12,27843702,27844102,401,*,7.65125252253949,8.18304295977824,6.05797022757487,1.75908596692392,3.29576086315521e-08,5.85204926927282e-05,136.02,509.03,204.77,371.15,277.67,245.14,39.44,68.08,38.81,120.16
chr16,54027110,54027510,401,*,6.09235445330148,6.52928455309971,5.00130249622736,1.21083189786989,3.33852426653328e-08,5.86211475960579e-05,109.1,73.5,112.22,91.37,59.35,108.66,35.5,23.64,36.48,32.5
chr9,111187358,111187758,401,*,5.14183767531652,5.65535299657386,3.6627417201609,1.64458328770591,3.47017300569248e-08,5.9655904909543e-05,49.59,45.37,58.97,48.04,69.95,30.48,13.81,17.02,6.99,12.85
chr6,11492805,11493205,401,*,5.23116598838022,5.88771204708711,2.34799453346301,2.57171328680848,3.47295356713427e-08,5.9655904909543e-05,53.84,7.26,64.71,48.98,99.62,80.83,1.97,4.73,2.33,11.34
chr18,36309547,36309947,401,*,9.79021308539223,10.1131441889684,9.10912796346739,0.830136146500465,3.52448002011791e-08,5.96724160297986e-05,1187.36,1136.92,768.3,1189.74,1057.69,1305.23,555.18,663.79,600.75,389.21
chr9,134811642,134812042,401,*,9.19389133842188,9.52016529617232,8.50270274141592,0.83859993165607,3.54943467218524e-08,5.96724160297986e-05,756.62,748.57,540.6,883.59,777.9,698.33,326.4,497.37,338.41,288.69
chr11,130383593,130383993,401,*,7.31639200454088,7.83562166167706,5.80270616920271,1.66893267330114,3.63304013097724e-08,6.0435048940891e-05,153.03,270.39,176.1,239.27,358.21,173.59,15.78,70.92,78.39,58.19
chr2,201831453,201831853,401,*,8.52206164517129,8.9168644985098,7.6002762555234,1.03212634339741,3.73507953987225e-08,6.14852452880783e-05,622.02,534.44,375.14,482.3,568.06,318.03,130.17,260.03,222.76,163.24
chr8,29804210,29804610,401,*,5.84208670287717,6.32129030449201,4.55239727337324,1.41704310156253,4.05338243081543e-08,6.60371215385766e-05,56.68,62.61,67.98,110.21,108.1,74.21,16.76,30.26,27.94,18.89
chr17,21425687,21426087,401,*,4.58965635796689,5.21092925609807,2.21372797089823,2.31851817857003,4.11321009039894e-08,6.6328030999575e-05,45.34,54.44,13.92,43.33,25.44,39.75,2.96,1.89,3.88,9.82
chr10,71244670,71245070,401,*,7.67855033826677,8.01816014045354,6.94609465278462,0.867138179373832,4.21160894121568e-08,6.72287649080056e-05,245.12,276.74,239.17,283.54,330.66,180.21,116.36,111.58,144.37,120.92
chr3,186839871,186840271,401,*,5.72270425227754,6.27241025868075,4.00636028063662,1.87771876066942,4.32371558565919e-08,6.78079233645988e-05,34.01,55.35,106.48,132.82,52.99,82.16,16.76,20.8,10.09,16.63
chr8,116806351,116806751,401,*,4.85241636213974,5.39576837038209,3.18110586880731,1.8259790928977,4.33370684221734e-08,6.78079233645988e-05,35.42,29.94,55.7,58.4,36.03,37.1,3.94,13.24,7.76,11.34
chr14,55911770,55912170,401,*,5.7576624145962,6.41823922723236,2.80230285994198,2.59088629841938,4.37837944956324e-08,6.78352630190126e-05,9.92,150.62,36.04,140.36,148.37,27.83,3.94,9.46,5.43,9.07
chr11,41281102,41281502,401,*,6.30011808846175,6.94619770634058,3.58827689392418,2.49694416957151,4.53028324943642e-08,6.95073002127851e-05,11.34,111.61,99.11,54.64,214.08,249.12,17.75,14.18,11.64,4.53
chr11,75554321,75554721,401,*,9.65797577523289,9.99480547399015,8.93425267138221,0.862216468625136,4.59061238102927e-08,6.97556793448497e-05,852.97,913.71,887.89,1096.48,1089.48,1281.38,356.97,691.21,495.19,413.39
chr8,133036881,133037281,401,*,8.96666587141878,9.32445019771447,8.17534665542977,0.915077173413243,4.73037502117345e-08,7.11948471401011e-05,739.62,568.91,475.07,537.88,873.28,651.95,234.7,378.23,317.45,225.97
chr1,231885454,231885854,401,*,5.46199175203696,6.06219330507028,3.31707247998944,2.18617518119972,4.9925038132339e-08,7.35921535514102e-05,79.35,31.76,35.22,159.2,52.99,42.4,6.9,12.29,10.09,10.58
chr7,156923113,156923513,401,*,5.1752490754041,5.70956017982472,3.56536351547602,1.75257697517309,5.00779848074006e-08,7.35921535514102e-05,39.67,82.57,33.58,57.46,63.59,37.1,9.86,11.35,17.08,9.07
chr7,136303041,136303441,401,*,3.02909614591205,0.220207323935197,4.22188494339308,-2.69895904533472,5.02936296267966e-08,7.35921535514102e-05,1.42,1.81,1.64,0,2.12,0,21.69,19.86,22.51,10.58
chr5,68924400,68924800,401,*,5.75127669210266,6.36143033417603,3.50225948518384,2.2498408076971,5.16468791686251e-08,7.44152642394102e-05,140.27,39.02,163,59.35,25.44,66.26,4.93,15.13,12.42,12.85
chr21,41612821,41613221,401,*,9.12261058608283,9.44033048494019,8.45709011724111,0.813697238882474,5.19827469992554e-08,7.44152642394102e-05,563.93,559.84,633.16,796.93,690.99,923.6,371.77,421.72,319,293.23
chr3,149542445,149542845,401,*,4.50551447711375,5.02923887320108,2.96392673633909,1.67412706992991,5.22688227662581e-08,7.44152642394102e-05,39.67,29.94,34.4,32.03,36.03,23.85,7.89,5.67,10.09,7.56
chr3,124401863,124402263,401,*,5.26807203220583,5.85591027610416,3.24192908866422,2.08374550171042,5.41913051000379e-08,7.64634476452151e-05,59.51,19.96,91.74,39.56,89.02,47.7,6.9,5.67,12.42,12.85
chr8,121464351,121464751,401,*,4.33024303957459,2.78511855487474,5.32010924438108,-2.08302117877525,6.02430294064184e-08,8.42501431869531e-05,4.25,4.54,3.28,9.42,10.6,9.28,33.53,38.77,22.51,64.99
chr12,133080030,133080430,401,*,9.46141473941221,9.73443804991879,8.92083366098111,0.70332608029114,6.20028608800682e-08,8.59506500678777e-05,821.8,777.61,814.17,900.55,767.3,1029.61,470.38,588.14,505.28,374.85
chr11,120197470,120197870,401,*,6.84659041938347,7.28390100812281,5.75389141193421,1.18686109476478,6.32894761230608e-08,8.69712974017689e-05,147.36,98.9,150.71,197.82,197.12,143.11,45.36,64.3,72.18,34.01
chr8,103652155,103652555,401,*,5.49872908813989,6.05470689794568,3.73630707298075,1.88339377965977,6.40253279621068e-08,8.72240224412043e-05,86.43,95.27,31.94,32.03,65.71,87.46,18.74,8.51,13.97,12.09
chr5,32852424,32852824,401,*,7.13206795292209,7.57582862378816,6.01109047846751,1.22434528373727,6.49460755083594e-08,8.77221646039449e-05,243.71,159.7,156.45,192.17,178.05,214.67,67.06,106.85,35.7,48.37
chr2,106990273,106990673,401,*,8.30994564881258,8.74375348301001,7.23232248136212,1.17251925718881,6.73532993006229e-08,9.02026206930233e-05,501.58,455.49,313.71,580.27,406.97,314.05,71,224.1,154.46,151.9
chr13,30743557,30743957,401,*,9.27378035944743,9.53692265171382,8.75892972731037,0.678093060577098,7.13067309102025e-08,9.46947394325228e-05,728.29,740.41,658.55,733.82,722.79,873.24,458.54,522.9,409.81,341.59
chr4,140071842,140072242,401,*,8.29247668531304,8.6753753431688,7.4143177929005,0.985731363129231,7.40528525704185e-08,9.75220528712984e-05,371.23,519.01,407.09,441.8,292.51,421.38,121.29,265.7,137.38,157.95
chr3,9020368,9020768,401,*,6.87060845427823,7.42807650055043,5.09698785487057,1.8805910942197,7.5918954306939e-08,9.90819442838521e-05,77.93,117.96,133.51,211.01,180.17,312.72,12.82,34.99,25.61,63.48
chr7,76423480,76423880,401,*,7.75018926650716,8.18551275546933,6.66606654323353,1.17742068718143,7.64913036216309e-08,9.90819442838521e-05,215.37,235.01,201.5,400.35,258.59,435.96,108.47,111.58,124.19,61.97
chr21,36551753,36552153,401,*,8.26861513313324,8.58178135232039,7.61651402977457,0.798003469836491,7.97452237334817e-08,0.000102457052453869,352.81,404.68,335.01,364.55,368.81,473.06,195.25,210.86,239.06,139.81
chr7,111933640,111934040,401,*,4.40241610062725,5.0340872585634,1.89575190431973,2.34327093075693,8.21824571964023e-08,0.000104736902364554,55.26,27.22,27.03,36.74,42.39,7.95,1.97,3.78,2.33,6.8
